id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
GRK5	4	0.88391	0.88348	1.0	16581	0	0.2094	0.32223	0.50458	0.999997	9386	2	0.2094
DNAJC30	4	0.88392	0.8835	1.0	16582	0	0.12616	0.55516	0.70093	0.999997	13016	2	0.12616
RMDN1	4	0.88406	0.88364	1.0	16583	0	0.91774	0.025218	0.078825	0.912485	1642	2	0.91774
CDH9	4	0.88407	0.88365	1.0	16584	0	0.15035	0.4048	0.57361	0.999997	10650	2	0.15035
COX20	4	0.88413	0.88371	1.0	16585	0	0.15831	0.35509	0.53195	0.999997	9909	2	0.15831
AP4E1	4	0.88415	0.88373	1.0	16586	0	0.17387	0.49224	0.64719	0.999997	12013	2	0.17387
HAUS3	4	0.88417	0.88375	1.0	16587	0	0.24426	0.53136	0.68026	0.999997	12614	2	0.24426
ZCCHC5	4	0.88425	0.88383	1.0	16588	0	-0.10984	0.89818	0.89821	0.999997	16871	1	-0.10984
B3GNT5	4	0.88448	0.88407	1.0	16589	0	0.065713	0.24758	0.44324	0.999997	8287	2	0.065713
CASC4	4	0.88451	0.8841	1.0	16590	0	1.0963	0.027862	0.086087	0.914969	1791	3	1.0963
KNG1	4	0.88453	0.88412	1.0	16591	0	0.32407	0.25678	0.45083	0.999997	8407	2	0.32407
PVR	4	0.88457	0.88415	1.0	16592	0	0.34828	0.17909	0.34913	0.999997	6564	3	0.34828
MFRP	4	0.88462	0.8842	1.0	16593	0	0.068381	0.55443	0.70031	0.999997	13005	1	0.068381
SPATA31D1	4	0.88467	0.88425	1.0	16594	0	0.7237	0.18565	0.35894	0.999997	6742	3	0.7237
ULBP3	4	0.88471	0.88429	1.0	16595	0	0.16817	0.44293	0.60564	0.999997	11241	2	0.16817
HERPUD1	4	0.88475	0.88434	1.0	16596	0	0.065704	0.76781	0.81131	0.999997	15111	1	0.065704
RPL4	4	0.88483	0.88442	1.0	16597	0	0.31456	0.2045	0.38673	0.999997	7252	2	0.31456
RDH10	4	0.88485	0.88444	1.0	16598	0	0.36331	0.15355	0.31019	0.999997	5848	2	0.36331
IL27	4	0.88488	0.88447	1.0	16599	0	0.046944	0.48917	0.64463	0.999997	11968	1	0.046944
SGK223	4	0.8849	0.88449	1.0	16600	0	0.049575	0.90576	0.90547	0.999997	17013	1	0.049575
IL9	4	0.88491	0.8845	1.0	16601	0	0.10751	0.31344	0.49739	0.999997	9255	1	0.10751
COPB2	4	0.88514	0.88474	1.0	16602	0	0.13294	0.74772	0.80141	0.999997	14919	1	0.13294
GABRB3	4	0.88515	0.88475	1.0	16603	0	0.059133	0.23181	0.42609	0.999997	7966	2	0.059133
GAPDHS	4	0.88519	0.88479	1.0	16604	0	0.28436	0.5411	0.68869	0.999997	12768	2	0.28436
POU3F1	4	0.88521	0.88481	1.0	16605	0	0.53945	0.25183	0.4467	0.999997	8334	2	0.53945
BNIP3	4	0.88522	0.88482	1.0	16606	0	0.60518	0.12741	0.26893	0.999997	5109	2	0.60518
ZNF683	4	0.88527	0.88488	1.0	16607	0	0.26194	0.077495	0.18594	0.98741	3594	2	0.26194
TMEM165	4	0.88534	0.88495	1.0	16608	0	-0.11935	0.84444	0.85553	0.999997	15990	1	-0.11935
MEX3A	4	0.88536	0.88497	1.0	16609	0	-0.024765	0.86548	0.87076	0.999997	16301	1	-0.024765
INSL4	4	0.88537	0.88499	1.0	16610	0	0.61218	0.074341	0.18046	0.982965	3507	3	0.61218
TTC9	4	0.88543	0.88504	1.0	16611	0	0.38731	0.13235	0.27692	0.999997	5252	2	0.38731
FOXI3	4	0.88555	0.88517	1.0	16612	0	0.28827	0.21347	0.39991	0.999997	7517	3	0.28827
WDR20	4	0.8856	0.88523	1.0	16613	0	1.3233	0.0015824	0.0057213	0.675009	162	3	1.3233
SNTA1	4	0.8857	0.88533	1.0	16614	0	0.37459	0.089606	0.20668	0.989486	3983	2	0.37459
PTGER4	4	0.88571	0.88533	1.0	16615	0	0.13258	0.028924	0.088974	0.92475	1832	1	0.13258
MSMO1	4	0.88577	0.8854	1.0	16616	0	0.47605	0.22042	0.40983	0.999997	7685	3	0.47605
GCC2	4	0.88582	0.88545	1.0	16617	0	0.25446	0.31526	0.49888	0.999997	9286	2	0.25446
B3GALTL	4	0.88584	0.88547	1.0	16618	0	0.14903	0.79645	0.82638	0.999997	15421	1	0.14903
ADRB2	4	0.8859	0.88553	1.0	16619	0	0.76326	0.1075	0.23661	0.995936	4525	3	0.76326
SPTA1	4	0.88596	0.8856	1.0	16620	0	0.62664	0.26501	0.45753	0.999997	8532	2	0.62664
FUT1	4	0.88599	0.88563	1.0	16621	0	0.23627	0.34752	0.52567	0.999997	9781	2	0.23627
RHOT1	4	0.88602	0.88566	1.0	16622	0	-0.0018834	0.46994	0.62839	0.999997	11655	1	-0.0018834
FAM109A	4	0.88605	0.88569	1.0	16623	0	-0.060651	0.58703	0.72843	0.999997	13556	1	-0.060651
H2AFZ	4	0.88611	0.88576	1.0	16624	0	0.70494	0.017328	0.056058	0.900885	1177	2	0.70494
KCNV2	4	0.88615	0.8858	1.0	16625	0	1.0438	0.013641	0.044809	0.872054	977	3	1.0438
PHEX	4	0.88619	0.88585	1.0	16626	0	0.70126	0.17241	0.33902	0.999997	6386	3	0.70126
SLC39A12	4	0.88629	0.88597	1.0	16627	0	1.1508	0.0055523	0.01933	0.823872	442	3	1.1508
GTPBP2	4	0.88639	0.88607	1.0	16628	0	0.58469	0.10674	0.23534	0.995936	4507	2	0.58469
FAM169B	4	0.88646	0.88613	1.0	16629	0	0.38441	0.12507	0.26519	0.999997	5038	2	0.38441
ACSL5	4	0.88655	0.88622	1.0	16630	0	0.13447	0.52273	0.67295	0.999997	12480	2	0.13447
CCR7	4	0.88661	0.88628	1.0	16631	0	0.20056	0.66323	0.76555	0.999997	14239	1	0.20056
FCHO1	4	0.88662	0.88629	1.0	16632	0	1.2481	0.050861	0.13885	0.969683	2734	3	1.2481
OPTN	4	0.88669	0.88636	1.0	16633	0	0.23796	0.21147	0.39703	0.999997	7463	3	0.23796
PRKACG	4	0.88677	0.88643	1.0	16634	0	0.28156	0.31784	0.501	0.999997	9327	2	0.28156
TICAM1	4	0.88681	0.88646	1.0	16635	0	0.40331	0.25824	0.45201	0.999997	8433	2	0.40331
PNKD	4	0.88684	0.88649	1.0	16636	0	0.87633	0.061747	0.1583	0.973576	3101	3	0.87633
MYH6	4	0.8869	0.88655	1.0	16637	0	0.79784	0.017897	0.057689	0.900885	1215	2	0.79784
CLTB	4	0.88694	0.88659	1.0	16638	0	0.3262	0.38999	0.56118	0.999997	10444	2	0.3262
SUPV3L1	4	0.88703	0.88668	1.0	16639	0	0.74267	0.12289	0.26171	0.999997	4981	2	0.74267
SYNGR3	4	0.88708	0.88673	1.0	16640	0	0.97342	0.076033	0.18344	0.985463	3554	3	0.97342
CALR	4	0.88711	0.88676	1.0	16641	0	0.11614	0.54334	0.69068	0.999997	12809	2	0.11614
ANKDD1A	4	0.88717	0.88683	1.0	16642	0	0.28225	0.23605	0.43209	0.999997	8079	2	0.28225
MDGA2	4	0.88731	0.88698	1.0	16643	0	1.3435	0.01463	0.047871	0.87892	1040	3	1.3435
OC90	4	0.88733	0.887	1.0	16644	0	0.95735	0.011763	0.039039	0.858393	865	3	0.95735
HM13	4	0.88735	0.88702	1.0	16645	0	1.0113	0.065923	0.16571	0.977205	3237	3	1.0113
ZNF80	4	0.88736	0.88703	1.0	16646	0	0.43516	0.091989	0.21073	0.990892	4060	3	0.43516
TLCD2	4	0.88743	0.8871	1.0	16647	0	0.74341	0.073376	0.17883	0.981086	3476	3	0.74341
IFIT2	4	0.88757	0.88724	1.0	16648	0	0.17986	0.45664	0.61723	0.999997	11444	2	0.17986
MAP3K6	4	0.88758	0.88725	1.0	16649	0	0.78333	0.16634	0.32976	0.999997	6204	3	0.78333
HRH3	4	0.88762	0.88729	1.0	16650	0	0.9162	0.04512	0.12841	0.95712	2556	3	0.9162
FLNA	4	0.88763	0.88729	1.0	16651	0	0.19483	0.66628	0.76674	0.999997	14261	1	0.19483
USP25	4	0.88776	0.88742	1.0	16652	0	0.55836	0.035628	0.10716	0.946517	2155	2	0.55836
SLITRK1	4	0.88778	0.88744	1.0	16653	0	0.17182	0.56735	0.71142	0.999997	13229	2	0.17182
SUN2	4	0.8878	0.88746	1.0	16654	0	0.53439	0.24973	0.44499	0.999997	8312	2	0.53439
HGFAC	4	0.88782	0.88748	1.0	16655	0	0.79369	0.036847	0.11043	0.946517	2221	3	0.79369
GLP2R	4	0.88789	0.88755	1.0	16656	0	0.53014	0.12588	0.26649	0.999997	5063	3	0.53014
CDK14	4	0.88803	0.88769	1.0	16657	0	0.20828	0.23411	0.42933	0.999997	8028	3	0.20828
NDUFA6	4	0.8881	0.88776	1.0	16658	0	0.31871	0.32261	0.50491	0.999997	9389	2	0.31871
HSD17B1	4	0.88815	0.8878	1.0	16659	0	0.48075	0.027809	0.085932	0.914969	1787	2	0.48075
COG3	4	0.8882	0.88786	1.0	16660	0	0.58291	0.14877	0.30278	0.999997	5728	3	0.58291
RPRD1A	4	0.88825	0.88791	1.0	16661	0	0.73332	0.33654	0.51648	0.999997	9614	2	0.73332
ACTN4	4	0.88831	0.88797	1.0	16662	0	1.9286	0.00074701	0.0027334	0.564729	92	3	1.9286
CTDSP1	4	0.88835	0.88802	1.0	16663	0	0.29345	0.19457	0.37214	0.999997	6986	3	0.29345
FREM2	4	0.88838	0.88805	1.0	16664	0	0.65455	0.12914	0.27175	0.999997	5161	3	0.65455
CXorf49	4	0.8884	0.88807	1.0	16665	0	0.3543	0.21084	0.39605	0.999997	7443	3	0.3543
PNCK	4	0.88843	0.8881	1.0	16666	0	0.20725	0.18824	0.36276	0.999997	6813	3	0.20725
C6orf118	4	0.88847	0.88814	1.0	16667	0	0.76394	0.068881	0.17095	0.97762	3332	3	0.76394
LMAN1L	4	0.88849	0.88816	1.0	16668	0	0.96176	0.017545	0.056671	0.900885	1194	2	0.96176
FICD	4	0.88855	0.88821	1.0	16669	0	-0.10381	0.42852	0.5936	0.999997	11032	1	-0.10381
USP34	4	0.88864	0.8883	1.0	16670	0	0.73153	0.093915	0.21397	0.991647	4118	2	0.73153
C11orf24	4	0.88873	0.88838	1.0	16671	0	0.39234	0.2056	0.38834	0.999997	7290	3	0.39234
CD2	4	0.88876	0.88841	1.0	16672	0	0.78073	0.033931	0.10263	0.941804	2079	3	0.78073
PMS2	4	0.88877	0.88843	1.0	16673	0	0.72116	0.1044	0.23146	0.994942	4437	3	0.72116
EIF4EBP2	4	0.88884	0.88848	1.0	16674	0	0.36107	0.14847	0.3023	0.999997	5718	3	0.36107
PRR20E	4	0.88888	0.88853	1.0	16675	0	0.62634	0.02181	0.069102	0.9063	1453	3	0.62634
SERF1A	4	0.88895	0.8886	1.0	16676	0	0.66589	0.05191	0.14074	0.970611	2768	3	0.66589
CCDC106	4	0.88896	0.88861	1.0	16677	0	0.63639	0.093529	0.21333	0.991647	4106	2	0.63639
POTEB2	4	0.88897	0.88862	1.0	16678	0	0.53586	0.265	0.45752	0.999997	8531	2	0.53586
SPATA32	4	0.88909	0.88875	1.0	16679	0	0.19435	0.3873	0.55894	0.999997	10402	2	0.19435
SGPL1	4	0.8891	0.88876	1.0	16680	0	0.82899	0.075331	0.18217	0.985201	3530	3	0.82899
IFNG	4	0.88916	0.88883	1.0	16681	0	0.64225	0.22303	0.41362	0.999997	7756	3	0.64225
SUGP1	4	0.88918	0.88885	1.0	16682	0	1.4605	0.010706	0.035774	0.846015	807	3	1.4605
ZNF579	4	0.88919	0.88886	1.0	16683	0	0.61838	0.030936	0.094465	0.928293	1932	3	0.61838
SLC7A8	4	0.8893	0.88896	1.0	16684	0	0.21202	0.79272	0.8243	0.999997	15377	1	0.21202
ALPK3	4	0.88946	0.88913	1.0	16685	0	0.60082	0.099774	0.22383	0.994417	4289	3	0.60082
RAB11FIP4	4	0.88949	0.88916	1.0	16686	0	0.59578	0.11384	0.24702	0.996875	4719	3	0.59578
CEP41	4	0.88952	0.88918	1.0	16687	0	0.54636	0.1153	0.24937	0.996875	4764	2	0.54636
CCP110	4	0.88959	0.88926	1.0	16688	0	0.31987	0.069521	0.17209	0.97762	3352	3	0.31987
USH1G	4	0.8896	0.88926	1.0	16689	0	1.1856	0.016861	0.054628	0.900885	1152	3	1.1856
PUS1	4	0.88961	0.88927	1.0	16690	0	0.29015	0.053518	0.14368	0.970611	2824	2	0.29015
MSS51	4	0.88962	0.88928	1.0	16691	0	0.46671	0.17974	0.35009	0.999997	6589	3	0.46671
RAB21	4	0.88964	0.8893	1.0	16692	0	1.3613	0.0065912	0.022749	0.828808	519	3	1.3613
SLITRK2	4	0.88971	0.88937	1.0	16693	0	0.27292	0.14315	0.29401	0.999997	5572	2	0.27292
ZSCAN5A	4	0.88973	0.88939	1.0	16694	0	0.28722	0.37846	0.55154	0.999997	10273	2	0.28722
CCL8	4	0.88985	0.8895	1.0	16695	0	0.47666	0.16639	0.32984	0.999997	6206	3	0.47666
TSACC	4	0.88987	0.88952	1.0	16696	0	0.096593	0.83076	0.8466	0.999997	15825	1	0.096593
CDH18	4	0.88991	0.88958	1.0	16697	0	0.42822	0.24597	0.44192	0.999997	8256	2	0.42822
MIR1-1HG	4	0.88994	0.88961	1.0	16698	0	0.61867	0.11601	0.25048	0.996875	4793	3	0.61867
TTC8	4	0.89	0.88967	1.0	16699	0	0.88497	0.01256	0.041469	0.868266	911	2	0.88497
INVS	4	0.89004	0.88972	1.0	16700	0	0.37311	0.16002	0.3201	0.999997	6033	2	0.37311
RPS19	4	0.89006	0.88974	1.0	16701	0	0.46203	0.61617	0.74861	0.999997	13924	1	0.46203
TRPC6	4	0.89014	0.88982	1.0	16702	0	0.81184	0.015685	0.051075	0.884242	1102	3	0.81184
TSPYL5	4	0.89015	0.88983	1.0	16703	0	0.69323	0.042788	0.12418	0.953069	2486	3	0.69323
CAST	4	0.89016	0.88984	1.0	16704	0	0.53937	0.088608	0.205	0.989486	3945	3	0.53937
PREPL	4	0.89019	0.88987	1.0	16705	0	0.28292	0.35193	0.52933	0.999997	9847	2	0.28292
CLEC4G	4	0.8902	0.88988	1.0	16706	0	0.27365	0.23914	0.43639	0.999997	8158	2	0.27365
MSI1	4	0.89037	0.89004	1.0	16707	0	-0.0069658	0.5483	0.69503	0.999997	12897	1	-0.0069658
SLC51B	4	0.89039	0.89006	1.0	16708	0	0.16964	0.3737	0.54755	0.999997	10190	2	0.16964
CCDC141	4	0.8904	0.89007	1.0	16709	0	0.87687	0.083637	0.19656	0.989486	3787	3	0.87687
ARSF	4	0.89042	0.89008	1.0	16710	0	0.52927	0.1199	0.25682	0.99991	4902	3	0.52927
GLUD1	4	0.89044	0.89011	1.0	16711	0	0.80533	0.053345	0.14338	0.970611	2819	3	0.80533
TEX12	4	0.89045	0.89012	1.0	16712	0	0.99998	0.069854	0.17269	0.97762	3364	3	0.99998
ATP1B4	4	0.89046	0.89013	1.0	16713	0	0.30979	0.21615	0.40377	0.999997	7585	3	0.30979
RSRC1	4	0.89049	0.89015	1.0	16714	0	1.4242	0.010474	0.035058	0.843921	791	3	1.4242
KRTCAP2	4	0.89052	0.89018	1.0	16715	0	0.65737	0.14181	0.29191	0.999997	5541	3	0.65737
SELV	4	0.89054	0.8902	1.0	16716	0	0.27581	0.53107	0.67999	0.999997	12611	2	0.27581
LGR4	4	0.89063	0.89029	1.0	16717	0	0.60925	0.086368	0.20115	0.989486	3861	3	0.60925
GORASP1	4	0.89067	0.89033	1.0	16718	0	0.67272	0.084497	0.19799	0.989486	3809	3	0.67272
EIF3E	4	0.89074	0.89039	1.0	16719	0	0.52361	0.1931	0.36999	0.999997	6942	3	0.52361
IMPG1	4	0.89077	0.89043	1.0	16720	0	0.4653	0.22685	0.41903	0.999997	7839	2	0.4653
NUDT14	4	0.89078	0.89044	1.0	16721	0	0.3948	0.0010615	0.0038512	0.590044	122	3	0.3948
DIDO1	4	0.89079	0.89044	1.0	16722	0	0.36326	0.16627	0.32965	0.999997	6202	3	0.36326
NLRP9	4	0.89081	0.89047	1.0	16723	0	0.27818	0.48817	0.64377	0.999997	11950	2	0.27818
UQCR11	4	0.89087	0.89054	1.0	16724	0	0.23735	0.20567	0.38846	0.999997	7292	3	0.23735
DUSP21	4	0.8909	0.89056	1.0	16725	0	0.2715	0.49551	0.64991	0.999997	12062	2	0.2715
PRIMA1	4	0.89091	0.89059	1.0	16726	0	0.90368	0.014942	0.048849	0.879822	1056	3	0.90368
ISG20	4	0.89092	0.8906	1.0	16727	0	0.22958	0.42491	0.59053	0.999997	10980	2	0.22958
HACD1	4	0.89117	0.89085	1.0	16728	0	0.48643	0.080209	0.19061	0.988494	3675	3	0.48643
HMCES	4	0.89127	0.89095	1.0	16729	0	1.266	0.032868	0.09973	0.939513	2025	3	1.266
CDH24	4	0.8914	0.89108	1.0	16730	0	0.19426	0.41459	0.58184	0.999997	10805	2	0.19426
BHLHE40	4	0.89155	0.89125	1.0	16731	0	0.5291	0.10689	0.23559	0.995936	4509	3	0.5291
BBC3	4	0.89156	0.89127	1.0	16732	0	0.58345	0.10114	0.22609	0.994417	4335	2	0.58345
USP48	4	0.89158	0.89129	1.0	16733	0	0.028266	0.053816	0.14425	0.970611	2834	2	0.028266
CLMN	4	0.89166	0.89137	1.0	16734	0	0.10031	0.46536	0.62458	0.999997	11575	2	0.10031
ELAC1	4	0.89178	0.89148	1.0	16735	0	0.60095	0.11447	0.24805	0.996875	4738	3	0.60095
OR51A7	4	0.89183	0.89153	1.0	16736	0	-0.03203	0.69273	0.77722	0.999997	14477	1	-0.03203
OR1L1	4	0.89188	0.89158	1.0	16737	0	0.29644	0.37316	0.54709	0.999997	10181	2	0.29644
BAX	4	0.89189	0.89159	1.0	16738	0	0.7478	0.1226	0.26121	0.999997	4972	3	0.7478
RNF150	4	0.89198	0.89168	1.0	16739	0	0.46009	0.20037	0.38071	0.999997	7141	3	0.46009
LYNX1	4	0.89202	0.89171	1.0	16740	0	-0.044974	0.38504	0.55705	0.999997	10361	1	-0.044974
PKD1L3	4	0.89205	0.89174	1.0	16741	0	0.40709	0.22577	0.41747	0.999997	7813	3	0.40709
MUC5B	4	0.89208	0.89177	1.0	16742	0	0.82869	0.020025	0.063921	0.900885	1347	3	0.82869
NFATC2	4	0.89214	0.89182	1.0	16743	0	0.7403	0.042943	0.12448	0.953069	2493	3	0.7403
MDM4	4	0.89216	0.89185	1.0	16744	0	0.76424	0.17173	0.33799	0.999997	6362	3	0.76424
PBXIP1	4	0.8922	0.89188	1.0	16745	0	0.75094	0.088225	0.20432	0.989486	3931	2	0.75094
FAM3C	4	0.89224	0.89192	1.0	16746	0	0.29269	0.055455	0.14711	0.971263	2891	3	0.29269
MRPL49	4	0.89227	0.89195	1.0	16747	0	0.51292	0.21016	0.39503	0.999997	7424	3	0.51292
POTEF	4	0.89236	0.89203	1.0	16748	0	0.36021	0.18872	0.36345	0.999997	6828	2	0.36021
LYPD8	4	0.89238	0.89205	1.0	16749	0	0.64508	0.053631	0.1439	0.970611	2828	3	0.64508
C9	4	0.89239	0.89206	1.0	16750	0	0.33201	0.19829	0.37767	0.999997	7086	3	0.33201
SPANXN4	4	0.89245	0.89212	1.0	16751	0	0.045302	0.11097	0.24233	0.996875	4635	1	0.045302
HOXD12	4	0.8925	0.89216	1.0	16752	0	0.039965	0.42133	0.58755	0.999997	10917	2	0.039965
SH3PXD2B	4	0.89254	0.8922	1.0	16753	0	1.3875	0.0089446	0.030252	0.843921	681	3	1.3875
FAM89B	4	0.89262	0.89227	1.0	16754	0	0.16478	0.26117	0.45438	0.999997	8470	2	0.16478
KIAA0556	4	0.89263	0.89229	1.0	16755	0	0.47967	0.15791	0.31691	0.999997	5968	3	0.47967
PAM	4	0.89269	0.89236	1.0	16756	0	0.14454	0.37447	0.54821	0.999997	10205	2	0.14454
ADK	4	0.8927	0.89237	1.0	16757	0	0.37707	0.14329	0.29422	0.999997	5574	3	0.37707
G6PC2	4	0.89272	0.89239	1.0	16758	0	0.40848	0.18604	0.35952	0.999997	6757	2	0.40848
SEC23IP	4	0.89278	0.89244	1.0	16759	0	1.8723	0.00061986	0.0022765	0.520407	82	3	1.8723
FLT4	4	0.89288	0.89255	1.0	16760	0	0.46718	0.15876	0.31819	0.999997	5986	3	0.46718
NOA1	4	0.89289	0.89256	1.0	16761	0	0.44919	0.21709	0.4051	0.999997	7605	3	0.44919
MLXIPL	4	0.89294	0.89261	1.0	16762	0	0.60375	0.11627	0.25089	0.996875	4798	3	0.60375
RBMY1J	4	0.89296	0.89264	1.0	16763	0	0.47092	0.17778	0.34714	0.999997	6521	3	0.47092
CD84	4	0.89302	0.89269	1.0	16764	0	0.16943	0.4655	0.62469	0.999997	11578	2	0.16943
ARRDC5	4	0.89322	0.89289	1.0	16765	0	0.37074	0.19596	0.37419	0.999997	7029	2	0.37074
NLRP14	4	0.89325	0.89292	1.0	16766	0	0.047999	0.90427	0.90399	0.999997	16979	1	0.047999
MAGT1	4	0.89327	0.89294	1.0	16767	0	0.19903	0.13105	0.2748	0.999997	5216	2	0.19903
CSAD	4	0.89327	0.89295	1.0	16768	0	0.051488	0.854	0.86226	0.999997	16116	1	0.051488
SPANXN5	4	0.89339	0.89306	1.0	16769	0	0.37799	0.080466	0.19107	0.988494	3685	2	0.37799
ANOS1	4	0.89347	0.89314	1.0	16770	0	0.40569	0.23368	0.4287	0.999997	8010	2	0.40569
OTULIN	4	0.89349	0.89316	1.0	16771	0	0.69085	0.14937	0.30369	0.999997	5744	3	0.69085
ARRB2	4	0.89351	0.89318	1.0	16772	0	0.66056	0.081682	0.19318	0.988494	3732	2	0.66056
PIGG	4	0.89357	0.89324	1.0	16773	0	0.049053	0.621	0.75031	0.999997	13950	1	0.049053
SLC27A5	4	0.8936	0.89327	1.0	16774	0	0.36155	0.20751	0.39116	0.999997	7357	3	0.36155
NCF2	4	0.89375	0.89343	1.0	16775	0	0.39396	0.27417	0.46505	0.999997	8669	2	0.39396
CDK11A	4	0.89376	0.89344	1.0	16776	0	-0.0073682	0.7033	0.78156	0.999997	14565	1	-0.0073682
SEC11C	4	0.89386	0.89355	1.0	16777	0	-0.10339	0.66919	0.76784	0.999997	14285	1	-0.10339
MTO1	4	0.89388	0.89356	1.0	16778	0	0.72349	0.087569	0.20315	0.989486	3902	3	0.72349
SAMD9	4	0.8939	0.89358	1.0	16779	0	0.88314	0.024228	0.076039	0.912485	1577	2	0.88314
RHBDD3	4	0.89395	0.89363	1.0	16780	0	0.21803	0.39049	0.5616	0.999997	10452	2	0.21803
HS3ST1	4	0.89401	0.89369	1.0	16781	0	0.36753	0.22535	0.41687	0.999997	7802	2	0.36753
GNPNAT1	3	0.89406	0.89415	1.0	16782	0	1.4752	0.0068594	0.018682	0.823872	539	2	1.4752
ZNF514	4	0.89408	0.89376	1.0	16783	0	0.1083	0.56842	0.71234	0.999997	13249	2	0.1083
TYW1B	4	0.89409	0.89376	1.0	16784	0	0.37381	0.2353	0.43103	0.999997	8059	3	0.37381
NSUN4	4	0.8942	0.89388	1.0	16785	0	1.2443	0.061363	0.15763	0.973576	3087	3	1.2443
ZNF827	4	0.89429	0.89395	1.0	16786	0	1.15	0.014932	0.048818	0.879822	1055	3	1.15
KRTAP2-1	4	0.89433	0.89401	1.0	16787	0	0.063446	0.79693	0.82665	0.999997	15428	1	0.063446
PERM1	4	0.89441	0.89409	1.0	16788	0	0.37364	0.29851	0.48493	0.999997	9034	2	0.37364
TREX2	4	0.89442	0.8941	1.0	16789	0	0.23205	0.23273	0.42735	0.999997	7990	3	0.23205
RPLP0	4	0.89457	0.89425	1.0	16790	0	0.1739	0.76391	0.80934	0.999997	15077	1	0.1739
SH2D4A	4	0.89463	0.89431	1.0	16791	0	0.064677	0.78109	0.81808	0.999997	15258	1	0.064677
KIF3A	4	0.89475	0.89442	1.0	16792	0	0.62061	0.055874	0.14788	0.971263	2908	2	0.62061
MAGEA4	4	0.89491	0.89459	1.0	16793	0	0.14853	0.51499	0.66632	0.999997	12358	2	0.14853
MAPK10	4	0.89492	0.8946	1.0	16794	0	0.55993	0.14456	0.29623	0.999997	5611	3	0.55993
C12orf57	4	0.89493	0.89461	1.0	16795	0	0.38875	0.22088	0.41049	0.999997	7697	2	0.38875
C11orf16	4	0.89495	0.89463	1.0	16796	0	0.14724	0.43856	0.60197	0.999997	11167	2	0.14724
MMP10	4	0.89497	0.89465	1.0	16797	0	0.72183	0.027552	0.085238	0.914261	1776	3	0.72183
ADAM17	4	0.89498	0.89466	1.0	16798	0	0.85993	0.16474	0.32733	0.999997	6156	3	0.85993
CCL23	4	0.89499	0.89467	1.0	16799	0	0.084391	0.56663	0.71084	0.999997	13215	2	0.084391
PRKG1	4	0.89505	0.89475	1.0	16800	0	0.20722	0.17665	0.34549	0.999997	6489	2	0.20722
ZNF729	4	0.89508	0.89478	1.0	16801	0	0.59983	0.072563	0.1774	0.980503	3455	3	0.59983
HTRA3	4	0.89511	0.89482	1.0	16802	0	0.22602	0.37052	0.54489	0.999997	10144	2	0.22602
BCL2L14	4	0.89512	0.89483	1.0	16803	0	0.44239	0.12736	0.26883	0.999997	5108	2	0.44239
GMPR	4	0.89513	0.89484	1.0	16804	0	0.19354	0.14592	0.29834	0.999997	5650	2	0.19354
ASB8	4	0.89519	0.89489	1.0	16805	0	0.30529	0.2269	0.41909	0.999997	7841	3	0.30529
TMSB4Y	4	0.89521	0.89491	1.0	16806	0	0.31167	0.20285	0.38436	0.999997	7206	3	0.31167
MPDZ	4	0.89527	0.89499	1.0	16807	0	0.76062	0.057349	0.15049	0.971289	2956	3	0.76062
BEGAIN	4	0.89529	0.89501	1.0	16808	0	0.55127	0.096116	0.21769	0.99291	4182	2	0.55127
SEPSECS	4	0.89531	0.89502	1.0	16809	0	1.586	0.0031423	0.011164	0.724517	293	3	1.586
DCTN1	4	0.89536	0.89506	1.0	16810	0	0.42247	0.062878	0.16031	0.973576	3141	2	0.42247
CRELD2	4	0.89537	0.89507	1.0	16811	0	0.78161	0.06199	0.15876	0.973576	3113	3	0.78161
NCR3LG1	4	0.89543	0.89512	1.0	16812	0	0.84678	0.068883	0.17096	0.97762	3333	3	0.84678
FZD3	4	0.89544	0.89513	1.0	16813	0	0.17085	0.24545	0.44148	0.999997	8249	2	0.17085
ERICH6	4	0.89554	0.89522	1.0	16814	0	0.71398	0.037628	0.1125	0.948514	2261	3	0.71398
TOR4A	4	0.89555	0.89524	1.0	16815	0	0.20841	0.39981	0.5695	0.999997	10584	2	0.20841
HTATSF1	4	0.89556	0.89525	1.0	16816	0	0.59983	0.17912	0.34917	0.999997	6566	3	0.59983
DYNLL2	4	0.89559	0.89527	1.0	16817	0	1.1352	0.079247	0.18903	0.988494	3648	3	1.1352
SMARCA4	4	0.89563	0.89532	1.0	16818	0	0.86576	0.084505	0.19801	0.989486	3810	3	0.86576
ARHGEF10	4	0.89565	0.89534	1.0	16819	0	0.43484	0.067852	0.16911	0.97762	3293	2	0.43484
PSTPIP2	4	0.89568	0.89536	1.0	16820	0	0.55652	0.069503	0.17205	0.97762	3351	3	0.55652
TMEM186	4	0.8957	0.89538	1.0	16821	0	0.36419	0.30996	0.49446	0.999997	9201	2	0.36419
TLDC2	4	0.89571	0.89539	1.0	16822	0	0.54979	0.076739	0.18465	0.987389	3570	3	0.54979
HHLA2	4	0.89572	0.8954	1.0	16823	0	0.30682	0.36479	0.54008	0.999997	10056	2	0.30682
TPM2	4	0.89578	0.89546	1.0	16824	0	0.53507	0.0037505	0.013273	0.781647	323	2	0.53507
