Gene	sgRNA	DMSO|beta	DMSO|z	DMSO|p-value	DMSO|fdr	DMSO|wald-p-value	DMSO|wald-fdr	osi|beta	osi|z	osi|p-value	osi|fdr	osi|wald-p-value	osi|wald-fdr
TMEM207	4	0.069383	0.17744	0.64255	0.74414	0.85916	0.99926	0.30486	0.7798	0.21791	0.35598	0.43551	0.65234
METTL6	4	0.094934	0.24735	0.48773	0.61293	0.80464	0.99926	0.27338	0.71267	0.27285	0.42016	0.47605	0.68483
TAMM41	4	-1.2549	-2.9403	0	0	0.0032787	0.42058	-1.7366	-4.0608	0	0	4.8909e-05	0.0038311
IL17RE	4	0.01758	0.052107	0.99414	0.99649	0.95844	0.99926	-0.049091	-0.14557	0.74337	0.83263	0.88426	0.94253
RTP1	4	-0.35575	-1.0631	0.0071156	0.028571	0.28773	0.99926	-0.56271	-1.6814	0.014074	0.046355	0.092679	0.27425
IQCF1	4	-0.1781	-0.57575	0.10323	0.19589	0.56478	0.99926	-0.40129	-1.2972	0.071417	0.15824	0.19455	0.41758
GLYCTK	4	-0.41251	-1.9388	0.0027207	0.013907	0.052528	0.80027	-0.2867	-1.3483	0.17789	0.30819	0.17758	0.39719
PPM1M	4	-0.32067	-0.83115	0.011458	0.039652	0.40589	0.99926	-0.19957	-0.51873	0.32941	0.47867	0.60395	0.77596
SNTN	4	-0.19806	-0.65007	0.075865	0.15518	0.51565	0.99926	-0.56077	-1.8401	0.01444	0.047075	0.065749	0.22155
SYNPR	4	-0.0078072	-0.029185	0.83064	0.88663	0.97672	0.99926	-0.34731	-1.2979	0.1139	0.22305	0.19433	0.41724
LSMEM2	4	-0.045186	-0.18753	0.58928	0.70004	0.85124	0.99926	-0.049963	-0.20739	0.7408	0.83102	0.83571	0.9184
H1FOO	4	-0.12947	-0.50065	0.21284	0.33465	0.61661	0.99926	-0.40822	-1.5786	0.067179	0.15109	0.11443	0.31088
OCIAD2	4	-0.21562	-0.82197	0.057343	0.12611	0.41109	0.99926	-0.51522	-1.964	0.023753	0.06925	0.049533	0.18773
SCLT1	4	0.020854	0.058425	0.97049	0.98143	0.95341	0.99926	-0.012071	-0.033865	0.87082	0.91809	0.97298	0.98724
C4orf33	4	-0.066296	-0.099017	0.47203	0.59863	0.92113	0.99926	0.19143	0.28768	0.46262	0.60632	0.77359	0.88558
TMEM155	4	-0.31635	-0.70136	0.012505	0.042474	0.48308	0.99926	-0.96984	-2.1201	5.232e-05	0.00043422	0.033994	0.14993
PABPC4L	4	-0.099022	-0.25892	0.31879	0.45077	0.7957	0.99926	0.18787	0.49471	0.47172	0.61342	0.6208	0.78673
ADAD1	4	-0.10264	-0.32384	0.3056	0.4374	0.74606	0.99926	-0.051105	-0.16132	0.73709	0.82841	0.87184	0.93688
ZFP42	4	-0.1247	-0.49171	0.22738	0.35196	0.62292	0.99926	0.0093654	0.036956	0.94867	0.96818	0.97052	0.986
LIN54	4	-0.47294	-1.1088	0.001308	0.0085881	0.26751	0.99926	-0.24797	-0.58196	0.23764	0.37885	0.56059	0.74676
SPATA18	4	0.30452	0.71004	0.015173	0.04883	0.47768	0.99926	-0.65122	-1.5125	0.0059645	0.02459	0.13041	0.33489
C4orf32	4	-0.2086	-0.891	0.06404	0.13653	0.37293	0.99926	0.12735	0.5442	0.65312	0.7662	0.58631	0.76463
TMPRSS11B	4	-0.11984	-0.37844	0.24172	0.36827	0.70511	0.99926	-0.22293	-0.70404	0.28227	0.4306	0.48141	0.68918
GNPDA2	4	0.33922	1.0146	0.0073249	0.029276	0.31028	0.99926	-0.25519	-0.76268	0.22487	0.36393	0.44565	0.65978
SPATA4	4	-0.64367	-2.1956	5.232e-05	0.00061387	0.028124	0.69199	-0.65728	-2.2439	0.0051797	0.021687	0.024837	0.1242
CPEB2	4	-0.18811	-0.33117	0.088265	0.17354	0.74052	0.99926	-0.16332	-0.28778	0.40988	0.55754	0.77351	0.88554
EVC2	4	-0.033416	-0.14202	0.66358	0.76106	0.88706	0.99926	0.21111	0.89728	0.40983	0.55754	0.36957	0.59448
ARL9	4	-0.66548	-1.591	5.232e-05	0.00061387	0.1116	0.91338	-1.0329	-2.4553	0	0	0.014078	0.09026
AASDH	4	0.3243	0.74191	0.0099409	0.036163	0.45814	0.99926	0.064126	0.14654	0.86119	0.91186	0.8835	0.94231
PDCL2	4	-0.056856	-0.24299	0.52305	0.64385	0.80801	0.99926	-0.27876	-1.1913	0.18945	0.32281	0.23354	0.46125
C4orf36	4	-0.70548	-0.9589	5.232e-05	0.00061387	0.33761	0.99926	0.91732	1.2676	0.00036624	0.0026616	0.20494	0.42948
PACRGL	4	-0.12282	-0.47662	0.23272	0.35822	0.63363	0.99926	-0.042448	-0.16475	0.76644	0.84818	0.86914	0.93561
TRAM1L1	4	-0.24155	-0.66125	0.040339	0.099088	0.50845	0.99926	-0.29472	-0.80707	0.16743	0.29455	0.41963	0.63916
OTOP1	4	0.005471	0.026782	0.92115	0.94748	0.97863	0.99926	0.10037	0.49135	0.7396	0.83011	0.62318	0.78838
ENPP6	4	0.30919	1.0146	0.013499	0.044877	0.31032	0.99926	-0.13565	-0.44487	0.48224	0.62231	0.65641	0.81078
SLC9B2	4	-0.037087	-0.15478	0.64051	0.74257	0.87699	0.99926	-0.14086	-0.58787	0.46863	0.61084	0.55662	0.74428
SETD9	4	-0.21874	-0.70955	0.055093	0.12293	0.47798	0.99926	-0.24921	-0.80884	0.23549	0.37637	0.41861	0.63812
IL31RA	4	-0.040924	-0.11492	0.61544	0.7221	0.90851	0.99926	0.47569	1.3363	0.047455	0.11675	0.18144	0.40231
EMB	4	-0.29685	-1.1671	0.017004	0.052914	0.24317	0.99128	-0.3774	-1.4839	0.08952	0.18718	0.13783	0.34562
SLCO6A1	4	-0.15327	-0.56103	0.1499	0.25811	0.57478	0.99926	-0.12081	-0.44237	0.5231	0.65807	0.65822	0.81191
C5orf47	4	-0.3977	-2.509	0.0035055	0.016758	0.012109	0.56534	-0.072894	-0.4599	0.66996	0.77932	0.64559	0.80416
PPARGC1B	4	-0.0602	-0.30714	0.50505	0.62849	0.75874	0.99926	-0.6008	-3.0647	0.0098362	0.03583	0.002179	0.032062
MROH2B	4	-0.266	-0.90688	0.027102	0.074511	0.36447	0.99926	-0.64603	-2.2023	0.0062261	0.025335	0.027648	0.132
EGFLAM	4	-0.38563	-1.5478	0.004081	0.018692	0.12168	0.92395	-0.27413	-1.1025	0.1962	0.33118	0.27025	0.49945
PRRC1	4	0.064267	0.14246	0.67357	0.7686	0.88672	0.99926	-0.30204	-0.66818	0.15879	0.28351	0.50402	0.70653
NADK2	4	-0.25478	-1.0106	0.032805	0.085527	0.31221	0.99926	0.2208	0.87679	0.3868	0.53611	0.3806	0.60529
UGT3A1	4	-0.064356	-0.16825	0.48323	0.60863	0.86639	0.99926	-0.9581	-2.4843	5.232e-05	0.00043422	0.012979	0.086153
CAPSL	4	-0.23425	-0.99808	0.044158	0.10504	0.31824	0.99926	-0.4734	-2.017	0.036101	0.095383	0.043695	0.17371
JMY	4	-0.044719	-0.22361	0.59263	0.70275	0.82306	0.99926	-0.013033	-0.065168	0.86794	0.91652	0.94804	0.97608
ZNF474	4	-0.35308	-1.7061	0.0076388	0.030265	0.087987	0.87455	-0.21582	-1.0438	0.29671	0.44618	0.29657	0.52583
CCDC127	4	-0.48427	-1.1627	0.00099409	0.0068915	0.24493	0.99132	-0.088978	-0.21503	0.61932	0.73847	0.82974	0.91554
OR2Y1	4	-0.11174	-0.57565	0.27086	0.4011	0.56485	0.99926	0.017636	0.09097	0.97855	0.98634	0.92752	0.9641
UBE2QL1	4	-0.25676	-1.0785	0.031706	0.083333	0.28081	0.99926	-0.28697	-1.2054	0.17737	0.30746	0.22804	0.45519
C5orf49	4	-0.37511	-0.68754	0.0048658	0.021243	0.49174	0.99926	-0.61606	-1.1266	0.0083713	0.031652	0.2599	0.48815
FAM173B	4	-0.083721	-0.19717	0.38633	0.51858	0.8437	0.99926	-1.116	-2.6243	0	0	0.0086815	0.067616
CMBL	4	-0.38375	-1.1981	0.004238	0.019113	0.23088	0.98834	-0.58189	-1.8159	0.011981	0.041381	0.069383	0.22951
POU5F2	4	0.20648	0.57431	0.094124	0.18258	0.56576	0.99926	0.054353	0.15118	0.89264	0.93194	0.87983	0.94063
DNAJC21	4	-0.21492	-0.47291	0.057919	0.12712	0.63628	0.99926	-0.68553	-1.5057	0.003924	0.017651	0.13215	0.33766
AFAP1L1	4	-0.20891	-0.83531	0.063622	0.13585	0.40354	0.99926	-0.52748	-2.1091	0.02051	0.061538	0.034939	0.15223
GRPEL2	4	0.053281	0.18457	0.74546	0.82444	0.85356	0.99926	-0.034067	-0.11802	0.79537	0.86755	0.90605	0.95313
TMEM171	4	-0.26777	-1.0564	0.026369	0.073128	0.29077	0.99926	-0.575	-2.2673	0.012766	0.043339	0.023372	0.12071
TMEM174	4	-0.37172	-1.1249	0.0051797	0.022267	0.26064	0.99926	-1.1483	-3.4636	0	0	0.00053305	0.014473
LSM11	4	-1.3056	-2.924	0	0	0.0034559	0.42072	-1.161	-2.6131	0	0	0.0089738	0.068937
POC5	4	-0.06369	-0.16576	0.48726	0.61248	0.86834	0.99926	-1.2494	-3.2243	0	0	0.0012627	0.024111
GPR151	4	-0.45993	-1.1336	0.0015173	0.0093368	0.25695	0.99763	-0.080413	-0.19859	0.64616	0.76078	0.84259	0.92214
STARD4	4	0.41819	0.79679	0.001308	0.0085881	0.42557	0.99926	0.14653	0.2787	0.59525	0.71915	0.78048	0.89032
WDR36	4	-0.80758	-2.6579	0	0	0.0078623	0.50809	-0.61089	-2.0189	0.0087898	0.032806	0.043497	0.17331
NUDCD2	4	0.16636	0.49845	0.18469	0.30092	0.61817	0.99926	-1.4997	-4.4518	0	0	8.5165e-06	0.0013127
UBLCP1	4	-0.2728	-0.88437	0.024538	0.069368	0.3765	0.99926	-0.6933	-2.2463	0.0035578	0.016295	0.024687	0.12378
ACOT12	4	-0.10195	-0.2496	0.30806	0.43997	0.8029	0.99926	-0.4085	-0.99933	0.06697	0.15071	0.31763	0.54683
SOWAHA	4	0.15455	0.69809	0.21812	0.34088	0.48512	0.99926	0.038536	0.17406	0.94705	0.96724	0.86182	0.93283
SHROOM1	4	0.039683	0.16199	0.83833	0.89155	0.87132	0.99926	-0.46145	-1.8823	0.03992	0.1022	0.0598	0.20949
C5orf24	4	-0.01514	-0.052272	0.78004	0.84952	0.95831	0.99926	-0.91902	-3.1663	5.232e-05	0.00043422	0.0015439	0.02689
ADAT2	4	-0.54339	-1.6171	0.0002616	0.0022371	0.10585	0.90663	-1.3432	-3.9946	0	0	6.4802e-05	0.0045203
RIPPLY2	4	-0.28928	-0.96741	0.019306	0.05835	0.33334	0.99926	-1.23	-4.1095	0	0	3.9655e-05	0.0034296
IRAK1BP1	4	-0.41802	-1.4254	0.0024591	0.012912	0.15405	0.94609	-0.60035	-2.0465	0.0099409	0.036122	0.040711	0.16665
CLVS2	4	-0.28074	-0.74798	0.021713	0.063349	0.45447	0.99926	-0.86067	-2.2765	0.00041856	0.0029575	0.022819	0.11897
TAAR9	4	0.080115	0.36538	0.57479	0.6874	0.71483	0.99926	-0.27818	-1.2679	0.19029	0.32361	0.20482	0.42948
TAAR1	4	-0.086788	-0.36438	0.37127	0.50319	0.71557	0.99926	0.044207	0.18579	0.92848	0.95574	0.85261	0.92715
STXBP5	4	0.49028	0.9393	0.0002616	0.0022371	0.34758	0.99926	0.027112	0.051682	0.98818	0.99238	0.95878	0.98078
NCOA7	4	0.083396	0.35891	0.55517	0.67069	0.71966	0.99926	0.11395	0.49076	0.69712	0.80062	0.6236	0.78861
HINT3	4	-0.2259	-0.72809	0.049914	0.11482	0.46656	0.99926	-0.058855	-0.19025	0.71454	0.81316	0.84911	0.92509
PACRG	4	-0.011153	-0.029869	0.80689	0.8691	0.97617	0.99926	-0.22846	-0.61147	0.27233	0.41956	0.54089	0.73332
B3GAT2	4	-0.1677	-0.28092	0.11987	0.21834	0.77877	0.99926	-0.54402	-0.90763	0.017161	0.053832	0.36408	0.59001
CD109	4	0.060759	0.2344	0.69706	0.78797	0.81467	0.99926	-0.12831	-0.49492	0.50092	0.63827	0.62066	0.78659
RAET1E	4	-0.042248	-0.17118	0.60775	0.71602	0.86408	0.99926	-0.25597	-1.037	0.22336	0.36209	0.29974	0.52938
PM20D2	4	-0.17096	-0.62649	0.11427	0.21081	0.53099	0.99926	0.028488	0.10443	0.98373	0.98958	0.91683	0.95813
SRSF12	4	-0.21157	-0.50091	0.061267	0.13235	0.61644	0.99926	-0.40271	-0.95235	0.070737	0.15732	0.34092	0.56884
C6orf141	4	-0.32514	-1.0459	0.010778	0.038064	0.29562	0.99926	-0.28074	-0.90365	0.1861	0.31836	0.36618	0.59191
HUS1B	4	-0.083265	-0.23168	0.38832	0.52059	0.81679	0.99926	-0.27652	-0.76896	0.19223	0.3258	0.44191	0.65715
TRIM40	4	0.07591	0.21033	0.60195	0.71106	0.83341	0.99926	-0.86802	-2.3934	0.0002616	0.0019387	0.016695	0.0999
DPCR1	4	0.14562	0.43781	0.24925	0.37723	0.66152	0.99926	0.19557	0.58803	0.451	0.59502	0.55652	0.74428
WBSCR28	4	-0.10964	-0.33441	0.27845	0.4092	0.73807	0.99926	-0.19292	-0.58849	0.3438	0.49362	0.5562	0.74418
TRIM50	4	-0.21284	-1.038	0.060116	0.13055	0.29928	0.99926	0.13074	0.63774	0.64161	0.75702	0.52364	0.72143
OR9A2	4	0.068854	0.20133	0.64558	0.74691	0.84044	0.99926	0.30281	0.8862	0.22111	0.35948	0.37551	0.6002
C7orf34	4	0.23378	0.5973	0.058808	0.12838	0.55031	0.99926	-0.37685	-0.9578	0.08973	0.1875	0.33816	0.56662
TMEM139	4	-0.16249	-0.62637	0.12986	0.23201	0.53107	0.99926	0.24358	0.93963	0.33281	0.4823	0.34741	0.57554
NOBOX	4	-0.0015622	-0.0056356	0.87234	0.91504	0.9955	0.99999	-0.54853	-1.9785	0.016115	0.051248	0.047877	0.18401
OR2A14	4	-0.0252	-0.046128	0.71559	0.80175	0.96321	0.99926	0.72808	1.3348	0.0032962	0.015582	0.18194	0.40289
OR6B1	4	-0.12768	-0.46503	0.21849	0.3412	0.64191	0.99926	-0.46611	-1.6973	0.038351	0.099215	0.089636	0.26853
OR2F2	4	-0.044472	-0.16521	0.59426	0.7042	0.86878	0.99926	0.16678	0.61961	0.53189	0.66579	0.53551	0.72958
ZNF786	4	-0.16891	-0.65866	0.11772	0.21543	0.51012	0.99926	-0.12053	-0.47018	0.52378	0.65845	0.63822	0.79832
COL26A1	4	-0.065625	-0.29829	0.47601	0.60228	0.76548	0.99926	-0.12382	-0.56286	0.51588	0.65203	0.57353	0.75615
PRSS37	4	-0.10878	-0.61073	0.28112	0.41204	0.54138	0.99926	-0.19012	-1.0674	0.35097	0.5012	0.28581	0.51495
KLF14	4	-0.031487	-0.11333	0.67404	0.76878	0.90977	0.99926	0.074658	0.26888	0.82515	0.88766	0.78803	0.89386
SSMEM1	4	-0.26553	-0.57439	0.027416	0.075244	0.56571	0.99926	-0.17708	-0.38557	0.37812	0.52775	0.69982	0.83942
C7orf57	4	-0.012812	-0.026589	0.7948	0.8601	0.97879	0.99926	-0.38557	-0.79966	0.082928	0.17719	0.42391	0.64287
SVOPL	4	-0.26502	-0.81909	0.02773	0.075758	0.41274	0.99926	-0.24724	-0.76616	0.23905	0.38043	0.44358	0.65819
MTPN	4	-0.31642	-1.0426	0.012505	0.042474	0.29712	0.99926	-0.40947	-1.3501	0.066552	0.15005	0.177	0.39618
LRGUK	4	0.24037	0.77001	0.052477	0.11871	0.44129	0.99926	-0.28271	-0.90541	0.18354	0.31547	0.36525	0.59105
ASB10	4	-0.041302	-0.14718	0.61346	0.72047	0.88299	0.99926	-0.21874	-0.77937	0.29101	0.44024	0.43576	0.6525
PRSS58	4	-0.35664	-0.98587	0.0069586	0.028095	0.3242	0.99926	-0.3752	-1.039	0.091142	0.18968	0.29879	0.52802
MPLKIP	4	-0.7623	-2.2693	0	0	0.02325	0.65543	-0.97005	-2.8872	5.232e-05	0.00043422	0.0038866	0.044008
SSC4D	4	-0.56064	-1.2376	0.00020928	0.0019455	0.21586	0.98571	-0.2875	-0.63682	0.17674	0.30681	0.52424	0.72199
C7orf31	4	-0.070206	-0.18539	0.45069	0.57929	0.85292	0.99926	-0.39034	-1.0297	0.079475	0.17201	0.30317	0.5327
ASZ1	4	-0.036291	-0.13207	0.64595	0.7472	0.89493	0.99926	-0.35134	-1.2783	0.10993	0.21697	0.20116	0.42554
CLDN23	4	0.04492	0.32825	0.80233	0.8657	0.74272	0.99926	-0.023319	-0.1704	0.83325	0.89266	0.86469	0.9337
ZNF572	4	-0.098722	-0.28755	0.31963	0.45134	0.77369	0.99926	-0.85819	-2.4801	0.00041856	0.0029575	0.013135	0.086537
GOT1L1	4	0.38684	0.9497	0.0029823	0.014848	0.34226	0.99926	0.34843	0.85559	0.15424	0.27748	0.39223	0.61503
FAM92A1	4	-0.11406	-0.29246	0.26239	0.39171	0.76994	0.99926	-0.30586	-0.78381	0.15419	0.27744	0.43315	0.65038
VPS37A	4	-0.20233	-0.62293	0.07079	0.147	0.53333	0.99926	-0.30893	-0.95118	0.151	0.2733	0.34151	0.56936
NDUFAF6	4	0.0078097	0.032307	0.93659	0.95773	0.97423	0.99926	0.1129	0.46711	0.70047	0.80312	0.64042	0.80006
TMEM68	4	0.080155	0.20144	0.57453	0.68717	0.84036	0.99926	-0.42394	-1.0628	0.058233	0.13635	0.28789	0.5171
ABRA	4	0.070867	0.2338	0.63355	0.73665	0.81514	0.99926	-0.34333	-1.1319	0.11678	0.22676	0.25766	0.48596
LYPD2	4	-0.47576	-1.2702	0.0012557	0.0083478	0.20402	0.97945	-0.45394	-1.2129	0.043321	0.10888	0.22519	0.45228
NKX2-6	4	-0.0051003	-0.026121	0.84921	0.89967	0.97916	0.99926	0.12128	0.62115	0.67331	0.78193	0.5345	0.72911
TMEM71	4	0.14312	0.48906	0.25972	0.38897	0.6248	0.99926	0.0034999	0.01196	0.92738	0.95511	0.99046	0.99567
SGCZ	4	-0.021718	-0.106	0.73803	0.81897	0.91558	0.99926	0.30931	1.5098	0.21054	0.34723	0.13109	0.33586
ADHFE1	4	-0.21092	-0.70965	0.061686	0.13285	0.47792	0.99926	-0.41331	-1.3902	0.064249	0.14628	0.16447	0.38106
UBXN2B	4	-0.037181	-0.094672	0.63977	0.7419	0.92458	0.99926	0.15638	0.3999	0.56543	0.69527	0.68923	0.83338
PXDNL	4	-0.21096	-0.78028	0.061686	0.13285	0.43522	0.99926	-0.47194	-1.7452	0.036415	0.095802	0.080946	0.25173
AGPAT6	4	-0.36871	-1.359	0.0053367	0.022677	0.17414	0.9589	-0.43758	-1.6134	0.051745	0.12505	0.10666	0.29815
UNC5D	4	-0.11093	-0.49418	0.27421	0.40502	0.62118	0.99926	-0.34955	-1.5568	0.11102	0.2184	0.11951	0.31922
LETM2	4	-0.19174	-0.8508	0.084079	0.16757	0.39488	0.99926	0.083519	0.37084	0.79537	0.86755	0.71076	0.84625
DCAF4L2	4	0.00060806	0.0028704	0.88772	0.92519	0.99771	0.99999	-0.4815	-2.2664	0.033119	0.089105	0.023425	0.12077
RALYL	4	-0.089603	-0.17396	0.35866	0.49052	0.8619	0.99926	-0.10528	-0.2044	0.56846	0.69746	0.83804	0.91984
HGSNAT	4	-0.088468	-0.29486	0.3642	0.4958	0.7681	0.99926	-0.89842	-2.9828	0.00015696	0.0012443	0.0028565	0.03727
RNF183	4	0.23304	0.56237	0.059331	0.12922	0.57387	0.99926	0.50416	1.218	0.03631	0.095698	0.22323	0.45041
NACC2	4	-0.15375	-0.48762	0.14869	0.25664	0.62582	0.99926	0.016887	0.053625	0.97593	0.985	0.95723	0.97963
C9orf116	4	-0.30675	-0.71209	0.014702	0.047716	0.47641	0.99926	0.1183	0.27509	0.68268	0.78935	0.78325	0.89183
C9orf41	4	-0.24349	-0.57566	0.038874	0.096306	0.56484	0.99926	-0.086202	-0.20458	0.62837	0.74601	0.8379	0.91984
C9orf57	4	0.029675	0.075743	0.90624	0.93845	0.93962	0.99926	-0.079105	-0.20203	0.65087	0.7646	0.83989	0.92073
C9orf85	4	0.1002	0.47018	0.45718	0.58503	0.63823	0.99926	-0.20665	-0.96956	0.31476	0.46384	0.33227	0.5614
C9orf135	4	-0.1775	-0.52848	0.10427	0.19731	0.59717	0.99926	-0.27931	-0.83186	0.18882	0.32217	0.40549	0.62622
LCN8	4	-0.29319	-1.5884	0.017841	0.054876	0.11219	0.914	-0.092547	-0.50215	0.60859	0.73003	0.61557	0.78395
FAM69B	4	-0.41221	-1.2892	0.0027207	0.013907	0.19733	0.97914	-0.76008	-2.3752	0.0016219	0.008847	0.01754	0.10277
PTRH1	4	-0.0011445	-0.0039262	0.87537	0.91707	0.99687	0.99999	-0.16298	-0.55902	0.41087	0.55838	0.57615	0.75776
PIP5KL1	4	-0.31476	-1.1904	0.012871	0.043287	0.23389	0.98834	-0.40344	-1.5259	0.070162	0.15631	0.12703	0.33045
TAF1L	4	-0.73899	-2.2063	5.232e-05	0.00061387	0.027361	0.68539	-0.98474	-2.9378	5.232e-05	0.00043422	0.0033055	0.040318
PTPDC1	4	-0.17472	-0.46511	0.10856	0.20343	0.64185	0.99926	-0.033905	-0.090491	0.7959	0.86797	0.9279	0.96419
ARID3C	4	0.05801	0.14537	0.71475	0.80118	0.88442	0.99926	-0.084137	-0.21086	0.63491	0.75161	0.833	0.91722
RPP25L	4	-0.1201	-0.612	0.24114	0.36763	0.54053	0.99926	-0.46689	-2.3783	0.038142	0.098861	0.017394	0.10239
C9orf131	4	-0.1865	-0.59992	0.090305	0.17659	0.54856	0.99926	-0.2875	-0.92497	0.17674	0.30681	0.35498	0.58256
OR13C5	4	0.032005	0.15037	0.88939	0.92572	0.88047	0.99926	-0.19119	-0.89827	0.34793	0.4979	0.36904	0.59396
OR13C8	4	-0.065745	-0.19702	0.47564	0.60213	0.84381	0.99926	-0.67488	-2.0219	0.0041856	0.018344	0.043182	0.17256
OR13C3	4	-0.10305	-0.4809	0.30372	0.43526	0.63058	0.99926	-0.51381	-2.3973	0.02391	0.06958	0.016515	0.09934
OR13C4	4	-0.20848	-0.72083	0.064145	0.13668	0.47101	0.99926	-0.28792	-0.99621	0.17585	0.30543	0.31915	0.5485
OR13F1	4	-0.10461	-0.29834	0.29728	0.42841	0.76544	0.99926	-0.45798	-1.3051	0.04149	0.10526	0.19185	0.41443
OR1L8	4	0.025114	0.06673	0.93727	0.95833	0.9468	0.99926	-0.25648	-0.68078	0.22294	0.36175	0.49601	0.70048
OR1N2	4	-0.30414	-1.0777	0.015278	0.049067	0.28116	0.99926	-0.66856	-2.3642	0.0045519	0.019603	0.018069	0.10434
OR1N1	4	-0.032517	-0.12872	0.66756	0.76387	0.89758	0.99926	-0.3186	-1.261	0.14111	0.25995	0.20731	0.43185
SLITRK4	4	-0.080921	-0.30021	0.39837	0.53008	0.76401	0.99926	-0.409	-1.5172	0.066813	0.1505	0.12923	0.33323
SPANXN3	4	-0.18773	-0.38748	0.088578	0.17394	0.6984	0.99926	-1.0948	-2.2112	0	0	0.027024	0.1302
MAGEC3	4	-0.21999	-0.55905	0.053942	0.12105	0.57613	0.99926	-0.52519	-1.3304	0.021137	0.063115	0.18339	0.40429
BEND2	4	0.024638	0.14279	0.94119	0.96101	0.88645	0.99926	-0.26676	-1.5459	0.20646	0.3425	0.12212	0.32314
PASD1	4	-0.28894	-0.69318	0.019359	0.05835	0.48819	0.99926	-0.64156	-1.5377	0.006697	0.02693	0.12412	0.3263
DCAF12L1	4	-0.013813	-0.065203	0.78795	0.85544	0.94801	0.99926	0.066651	0.31503	0.85193	0.90552	0.75274	0.87295
DGKK	4	-0.13689	-0.53386	0.19013	0.30713	0.59344	0.99926	-0.30556	-1.1917	0.15461	0.27801	0.2334	0.46112
PIH1D3	4	-0.16964	-0.75758	0.11652	0.21387	0.4487	0.99926	0.19644	0.87744	0.44901	0.5935	0.38025	0.6051
MUM1L1	4	-0.14541	-0.69546	0.16931	0.28269	0.48676	0.99926	0.223	1.0667	0.38131	0.53069	0.28613	0.51524
FAM199X	4	-0.018633	-0.063206	0.75859	0.8338	0.9496	0.99926	-0.58254	-1.9751	0.011981	0.041381	0.048261	0.18473
AMER1	4	-0.34809	-1.2006	0.0081097	0.031388	0.2299	0.98834	-0.014612	-0.050799	0.86318	0.91316	0.95949	0.98078
APOOL	4	0.30961	1.7024	0.013342	0.044495	0.088688	0.87692	-0.0065615	-0.036076	0.89034	0.93076	0.97122	0.98641
HDX	4	0.01325	0.029439	0.97698	0.98517	0.97651	0.99926	0.64133	1.4262	0.008005	0.030696	0.1538	0.36681
FUNDC1	4	0.2921	0.98195	0.019725	0.059183	0.32613	0.99926	0.53723	1.8063	0.025323	0.072607	0.070869	0.23269
ADGRG4	4	-0.092106	-0.30971	0.34777	0.4792	0.75678	0.99926	-0.42075	-1.4143	0.060116	0.13982	0.15729	0.37132
PTCHD1	4	-0.062008	-0.15127	0.49516	0.61966	0.87976	0.99926	0.58563	1.4381	0.014597	0.047562	0.15041	0.36228
MAGEB10	4	-0.11561	-0.38171	0.25684	0.38578	0.70268	0.99926	0.15818	0.52254	0.56014	0.6908	0.6013	0.77428
DCAF8L1	4	-0.61957	-1.3407	0.00010464	0.0011105	0.18001	0.9688	-0.060356	-0.13238	0.70967	0.8095	0.89469	0.94811
OTUD6A	4	-0.043195	-0.13054	0.60205	0.71114	0.89614	0.99926	-0.38424	-1.1601	0.084288	0.17942	0.24602	0.47374
UPRT	4	-0.14799	-0.39669	0.16256	0.27403	0.6916	0.99926	0.35897	0.96257	0.14106	0.25995	0.33576	0.56457
MAGEE2	4	-0.16903	-0.82096	0.11746	0.2151	0.41167	0.99926	-0.23649	-1.1487	0.25794	0.40324	0.25067	0.4792
MAGEB16	4	-0.26168	-1.917	0.029875	0.080468	0.055241	0.80707	-0.031219	-0.22873	0.80537	0.8744	0.81908	0.91
FOXR2	4	-0.25945	-1.2408	0.030607	0.081567	0.21467	0.98571	-0.23324	-1.1168	0.2639	0.40962	0.26407	0.49207
GAB3	4	-0.18677	-1.5766	0.089677	0.17547	0.11488	0.91887	0.033064	0.27919	0.96646	0.97995	0.7801	0.88994
PNCK	4	-0.15054	-1.2259	0.15639	0.26633	0.22024	0.98571	-0.20197	-1.6447	0.32428	0.47371	0.10003	0.28607
ZFP92	4	-0.20636	-0.82332	0.066761	0.14101	0.41033	0.99926	-0.59635	-2.3787	0.010307	0.036995	0.017372	0.10235
ACTRT1	4	0.012265	0.030319	0.97044	0.98143	0.97581	0.99926	-0.72642	-1.7917	0.0021975	0.011082	0.073175	0.23693
GPR119	4	-0.23584	-0.82881	0.043321	0.10367	0.40721	0.99926	0.24825	0.87316	0.32287	0.47244	0.38257	0.60682
PAGE3	4	-0.16198	-0.93152	0.13117	0.23367	0.35158	0.99926	-0.13467	-0.77476	0.48449	0.6242	0.43848	0.65459
RBMXL3	4	-0.19866	-0.93223	0.075237	0.15426	0.35122	0.99926	-0.41882	-1.9653	0.061267	0.14165	0.049384	0.18743
DOCK11	4	-0.20744	-0.88505	0.065191	0.13835	0.37613	0.99926	-0.53328	-2.2708	0.019045	0.058082	0.02316	0.12013
SPIN4	4	-0.079093	-0.21316	0.40606	0.53687	0.8312	0.99926	-0.59258	-1.5942	0.010726	0.038104	0.1109	0.3048
RPS4Y2	4	0.020976	0.086393	0.96918	0.98062	0.93115	0.99926	-0.1653	-0.6808	0.40506	0.55368	0.496	0.70048
